"objects","ports","Emag","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
16.697,0,0.050615,1,0.0273,-0.1295,0.07099,0.16014
16.697,0,0.050615,1,0.027368,-0.12957,0.070987,0.16014
16.697,0,0.050615,1,0.027437,-0.12963,0.070985,0.16014
16.697,0,0.050615,1,0.027505,-0.1297,0.070982,0.16014
16.697,0,0.050615,1,0.027573,-0.12977,0.07098,0.16013
16.697,0,0.050615,1,0.027641,-0.12984,0.070977,0.16013
16.697,0,0.050615,1,0.027709,-0.12991,0.070975,0.16013
16.697,0,0.050615,1,0.027777,-0.12997,0.070972,0.16013
16.697,0,0.045623,1,0.027845,-0.13004,0.070969,0.16013
16.697,0,0.045623,1,0.027913,-0.13011,0.070967,0.16013
16.697,0,0.045623,1,0.027981,-0.13018,0.070964,0.16012
16.697,0,0.045623,1,0.028049,-0.13025,0.070962,0.16012
16.697,0,0.045623,1,0.028117,-0.13031,0.070959,0.16012
16.697,0,0.045623,1,0.028185,-0.13038,0.070957,0.16012
16.697,0,0.045623,1,0.028253,-0.13045,0.070954,0.16012
16.697,0,0.045623,1,0.028322,-0.13052,0.070952,0.16012
16.697,0,0.045623,1,0.02839,-0.13059,0.070949,0.16012
16.697,0,0.045623,1,0.028458,-0.13065,0.070947,0.16011
16.697,0,0.045623,1,0.028526,-0.13072,0.070944,0.16011
16.697,0,0.045623,1,0.028594,-0.13079,0.070941,0.16011
16.697,0,0.045623,1,0.028662,-0.13086,0.070939,0.16011
16.697,0,0.045623,1,0.02873,-0.13093,0.070936,0.16011
16.697,0,0.045623,1,0.028798,-0.13099,0.070934,0.16011
16.697,0,0.045623,1,0.028866,-0.13106,0.070931,0.1601
16.697,0,0.045623,1,0.028934,-0.13113,0.070929,0.1601
16.697,0,0.045623,1,0.029002,-0.1312,0.070926,0.1601
16.697,0,0.045623,1,0.02907,-0.13127,0.070924,0.1601
16.697,0,0.045623,1,0.029139,-0.13133,0.070921,0.1601
16.697,0,0.045623,1,0.029207,-0.1314,0.070919,0.1601
16.697,0,0.045623,1,0.029275,-0.13147,0.070916,0.16009
16.697,0,0.045623,1,0.029343,-0.13154,0.070914,0.16009
16.697,0,0.045623,1,0.029411,-0.13161,0.070911,0.16009
16.697,0,0.045623,1,0.029479,-0.13167,0.070908,0.16009
16.697,0,0.045623,1,0.029547,-0.13174,0.070906,0.16009
16.697,0,0.045623,1,0.029615,-0.13181,0.070903,0.16009
16.697,0,0.045623,1,0.029683,-0.13188,0.070901,0.16008
16.697,0,0.045623,1,0.029751,-0.13195,0.070898,0.16008
16.697,0,0.040196,1,0.029819,-0.13201,0.070896,0.16008
16.697,0,0.040196,1,0.029887,-0.13208,0.070893,0.16008
16.697,0,0.040196,1,0.029956,-0.13215,0.070891,0.16008
16.697,0,0.040196,1,0.030024,-0.13222,0.070888,0.16008
16.697,0,0.040196,1,0.030092,-0.13229,0.070886,0.16007
16.697,0,0.040196,1,0.03016,-0.13235,0.070883,0.16007
16.697,0,0.040196,1,0.030228,-0.13242,0.07088,0.16007
16.697,0,0.040196,1,0.030296,-0.13249,0.070878,0.16007
16.697,0,0.040196,1,0.030364,-0.13256,0.070875,0.16007
16.697,0,0.040196,1,0.030432,-0.13263,0.070873,0.16007
16.697,0,0.040196,1,0.0305,-0.13269,0.07087,0.16007
16.697,0,0.040196,1,0.030568,-0.13276,0.070868,0.16006
16.697,0,0.040196,1,0.030636,-0.13283,0.070865,0.16006
16.697,0,0.040196,1,0.030704,-0.1329,0.070863,0.16006
16.697,0,0.040196,1,0.030772,-0.13297,0.07086,0.16006
16.697,0,0.040196,1,0.030841,-0.13303,0.070858,0.16006
16.697,0,0.040196,1,0.030909,-0.1331,0.070855,0.16006
16.697,0,0.040196,1,0.030977,-0.13317,0.070853,0.16005
16.697,0,0.040196,1,0.031045,-0.13324,0.07085,0.16005
16.697,0,0.040196,1,0.031113,-0.13331,0.070847,0.16005
16.697,0,0.040196,1,0.031181,-0.13337,0.070845,0.16005
16.697,0,0.040196,1,0.031249,-0.13344,0.070842,0.16005
16.697,0,0.040196,1,0.031317,-0.13351,0.07084,0.16005
16.697,0,0.040196,1,0.031385,-0.13358,0.070837,0.16004
16.697,0,0.040196,1,0.031453,-0.13365,0.070835,0.16004
16.697,0,0.040196,1,0.031521,-0.13371,0.070832,0.16004
16.697,0,0.040196,1,0.031589,-0.13378,0.07083,0.16004
16.697,0,0.040196,1,0.031658,-0.13385,0.070827,0.16004
16.697,0,0.040196,1,0.031726,-0.13392,0.070825,0.16004
16.697,0,0.040196,1,0.031794,-0.13399,0.070822,0.16003
16.697,0,0.034745,1,0.031862,-0.13406,0.070819,0.16003
16.697,0,0.034745,1,0.03193,-0.13412,0.070817,0.16003
16.697,0,0.034745,1,0.031998,-0.13419,0.070814,0.16003
16.697,0,0.034745,1,0.032066,-0.13426,0.070812,0.16003
16.697,0,0.034745,1,0.032134,-0.13433,0.070809,0.16003
16.697,0,0.034745,1,0.032202,-0.1344,0.070807,0.16002
16.697,0,0.034745,1,0.03227,-0.13446,0.070804,0.16002
16.697,0,0.034745,1,0.032338,-0.13453,0.070802,0.16002
16.697,0,0.034745,1,0.032406,-0.1346,0.070799,0.16002
16.697,0,0.034745,1,0.032474,-0.13467,0.070797,0.16002
16.697,0,0.034745,1,0.032543,-0.13474,0.070794,0.16002
16.697,0,0.034745,1,0.032611,-0.1348,0.070792,0.16002
16.697,0,0.034745,1,0.032679,-0.13487,0.070789,0.16001
16.697,0,0.034745,1,0.032747,-0.13494,0.070786,0.16001
16.697,0,0.034745,1,0.032815,-0.13501,0.070784,0.16001
16.697,0,0.034745,1,0.032883,-0.13508,0.070781,0.16001
16.697,0,0.034745,1,0.032951,-0.13514,0.070779,0.16001
16.697,0,0.034745,1,0.033019,-0.13521,0.070776,0.16001
16.697,0,0.034745,1,0.033087,-0.13528,0.070774,0.16
16.697,0,0.034745,1,0.033155,-0.13535,0.070771,0.16
16.697,0,0.034745,1,0.033223,-0.13542,0.070769,0.16
16.697,0,0.034323,1,0.033291,-0.13548,0.070766,0.16
16.697,0,0.034323,1,0.03336,-0.13555,0.070764,0.16
16.697,0,0.034323,1,0.033428,-0.13562,0.070761,0.16
16.697,0,0.034323,1,0.033496,-0.13569,0.070758,0.15999
16.697,0,0.034323,1,0.033564,-0.13576,0.070756,0.15999
16.697,0,0.034323,1,0.033632,-0.13582,0.070753,0.15999
16.697,0,0.034323,1,0.0337,-0.13589,0.070751,0.15999
16.697,0,0.034323,1,0.033768,-0.13596,0.070748,0.15999
16.697,0,0.029081,1,0.033836,-0.13603,0.070746,0.15999
16.697,0,0.029081,1,0.033904,-0.1361,0.070743,0.15998
16.697,0,0.029081,1,0.033972,-0.13616,0.070741,0.15998
16.697,0,0.029081,1,0.03404,-0.13623,0.070738,0.15998
16.697,0,0.029081,1,0.034108,-0.1363,0.070736,0.15998
16.697,0,0.029081,1,0.034177,-0.13637,0.070733,0.15998
16.697,0,0.029081,1,0.034245,-0.13644,0.070731,0.15998
16.697,0,0.029081,1,0.034313,-0.1365,0.070728,0.15998
16.697,0,0.029081,1,0.034381,-0.13657,0.070725,0.15997
16.697,0,0.029081,1,0.034449,-0.13664,0.070723,0.15997
16.697,0,0.029081,1,0.034517,-0.13671,0.07072,0.15997
16.697,0,0.029081,1,0.034585,-0.13678,0.070718,0.15997
16.697,0,0.029081,1,0.034653,-0.13684,0.070715,0.15997
16.697,0,0.029081,1,0.034721,-0.13691,0.070713,0.15997
16.697,0,0.029081,1,0.034789,-0.13698,0.07071,0.15996
16.697,0,0.029081,1,0.034857,-0.13705,0.070708,0.15996
16.697,0,0.029081,1,0.034925,-0.13712,0.070705,0.15996
16.697,0,0.029081,1,0.034993,-0.13718,0.070703,0.15996
16.697,0,0.029081,1,0.035062,-0.13725,0.0707,0.15996
16.697,0,0.029081,1,0.03513,-0.13732,0.070697,0.15996
16.697,0,0.029081,1,0.035198,-0.13739,0.070695,0.15995
16.697,0,0.029081,1,0.035266,-0.13746,0.070692,0.15995
16.697,0,0.029081,1,0.035334,-0.13752,0.07069,0.15995
16.697,0,0.029081,1,0.035402,-0.13759,0.070687,0.15995
16.697,0,0.029081,1,0.03547,-0.13766,0.070685,0.15995
16.697,0,0.029081,1,0.035538,-0.13773,0.070682,0.15995
16.697,0,0.029081,1,0.035606,-0.1378,0.07068,0.15994
16.697,0,0.029081,1,0.035674,-0.13786,0.070677,0.15994
16.697,0,0.029081,1,0.035742,-0.13793,0.070675,0.15994
16.697,0,0.029081,1,0.03581,-0.138,0.070672,0.15994
16.697,0,0.024159,1,0.035879,-0.13807,0.07067,0.15994
16.697,0,0.024159,1,0.035947,-0.13814,0.070667,0.15994
16.697,0,0.024159,1,0.036015,-0.1382,0.070664,0.15993
16.697,0,0.024159,1,0.036083,-0.13827,0.070662,0.15993
16.697,0,0.024159,1,0.036151,-0.13834,0.070659,0.15993
16.697,0,0.024159,1,0.036219,-0.13841,0.070657,0.15993
16.697,0,0.024159,1,0.036287,-0.13848,0.070654,0.15993
16.697,0,0.024159,1,0.036355,-0.13854,0.070652,0.15993
16.697,0,0.024159,1,0.036423,-0.13861,0.070649,0.15993
16.697,0,0.024159,1,0.036491,-0.13868,0.070647,0.15992
16.697,0,0.024159,1,0.036559,-0.13875,0.070644,0.15992
16.697,0,0.024159,1,0.036627,-0.13882,0.070642,0.15992
16.697,0,0.024159,1,0.036696,-0.13888,0.070639,0.15992
16.697,0,0.024159,1,0.036764,-0.13895,0.070636,0.15992
16.697,0,0.024159,1,0.036832,-0.13902,0.070634,0.15992
16.697,0,0.024159,1,0.0369,-0.13909,0.070631,0.15991
16.697,0,0.024159,1,0.036968,-0.13916,0.070629,0.15991
16.697,0,0.024159,1,0.037036,-0.13922,0.070626,0.15991
16.697,0,0.024159,1,0.037104,-0.13929,0.070624,0.15991
16.697,0,0.024159,1,0.037172,-0.13936,0.070621,0.15991
16.697,0,0.024159,1,0.03724,-0.13943,0.070619,0.15991
16.697,0,0.024159,1,0.037308,-0.1395,0.070616,0.1599
16.697,0,0.024159,1,0.037376,-0.13956,0.070614,0.1599
16.697,0,0.024159,1,0.037444,-0.13963,0.070611,0.1599
16.697,0,0.024159,1,0.037512,-0.1397,0.070609,0.1599
16.697,0,0.024159,1,0.037581,-0.13977,0.070606,0.1599
16.697,0,0.024159,1,0.037649,-0.13984,0.070603,0.1599
16.697,0,0.024159,1,0.037717,-0.1399,0.070601,0.15989
16.697,0,0.024159,1,0.037785,-0.13997,0.070598,0.15989
16.697,0,0.019679,1,0.037853,-0.14004,0.070596,0.15989
16.697,0,0.019679,1,0.037921,-0.14011,0.070593,0.15989
16.697,0,0.019679,1,0.037989,-0.14018,0.070591,0.15989
16.697,0,0.019679,1,0.038057,-0.14024,0.070588,0.15989
16.697,0,0.019679,1,0.038125,-0.14031,0.070586,0.15988
16.697,0,0.019679,1,0.038193,-0.14038,0.070583,0.15988
16.697,0,0.019679,1,0.038261,-0.14045,0.070581,0.15988
16.697,0,0.019679,1,0.038329,-0.14052,0.070578,0.15988
16.697,0,0.019679,1,0.038398,-0.14058,0.070575,0.15988
16.697,0,0.019679,1,0.038466,-0.14065,0.070573,0.15988
16.697,0,0.019679,1,0.038534,-0.14072,0.07057,0.15988
16.697,0,0.019679,1,0.038602,-0.14079,0.070568,0.15987
16.697,0,0.019679,1,0.03867,-0.14086,0.070565,0.15987
16.697,0,0.019679,1,0.038738,-0.14092,0.070563,0.15987
16.697,0,0.019679,1,0.038806,-0.14099,0.07056,0.15987
16.697,0,0.019679,1,0.038874,-0.14106,0.070558,0.15987
16.697,0,0.019679,1,0.038942,-0.14113,0.070555,0.15987
16.697,0,0.019679,1,0.03901,-0.1412,0.070553,0.15986
16.697,0,0.019679,1,0.039078,-0.14126,0.07055,0.15986
16.697,0,0.019679,1,0.039146,-0.14133,0.070547,0.15986
16.697,0,0.019679,1,0.039214,-0.1414,0.070545,0.15986
16.697,0,0.019679,1,0.039283,-0.14147,0.070542,0.15986
16.697,0,0.019679,1,0.039351,-0.14154,0.07054,0.15986
16.697,0,0.019679,1,0.039419,-0.1416,0.070537,0.15985
16.697,0,0.019679,1,0.039487,-0.14167,0.070535,0.15985
16.697,0,0.019679,1,0.039555,-0.14174,0.070532,0.15985
16.697,0,0.019679,1,0.039623,-0.14181,0.07053,0.15985
16.697,0,0.019679,1,0.039691,-0.14188,0.070527,0.15985
16.697,0,0.019679,1,0.039759,-0.14194,0.070525,0.15985
16.697,0,0.015718,1,0.039827,-0.14201,0.070522,0.15984
16.697,0,0.015718,1,0.039895,-0.14208,0.07052,0.15984
16.697,0,0.015718,1,0.039963,-0.14215,0.070517,0.15984
16.697,0,0.015718,1,0.040031,-0.14222,0.070514,0.15984
16.697,0,0.015718,1,0.0401,-0.14228,0.070512,0.15984
16.697,0,0.015718,1,0.040168,-0.14235,0.070509,0.15984
16.697,0,0.015718,1,0.040236,-0.14242,0.070507,0.15983
16.697,0,0.015718,1,0.040304,-0.14249,0.070504,0.15983
16.697,0,0.015718,1,0.040372,-0.14256,0.070502,0.15983
16.697,0,0.015718,1,0.04044,-0.14262,0.070499,0.15983
16.697,0,0.015718,1,0.040508,-0.14269,0.070497,0.15983
16.697,0,0.015718,1,0.040576,-0.14276,0.070494,0.15983
16.697,0,0.015718,1,0.040644,-0.14283,0.070492,0.15983
16.697,0,0.015718,1,0.040712,-0.1429,0.070489,0.15982
16.697,0,0.015718,1,0.04078,-0.14296,0.070486,0.15982
16.697,0,0.015718,1,0.040848,-0.14303,0.070484,0.15982
16.697,0,0.015718,1,0.040916,-0.1431,0.070481,0.15982
16.697,0,0.015718,1,0.040985,-0.14317,0.070479,0.15982
16.697,0,0.015718,1,0.041053,-0.14324,0.070476,0.15982
16.697,0,0.015718,1,0.041121,-0.1433,0.070474,0.15981
16.697,0,0.015718,1,0.041189,-0.14337,0.070471,0.15981
16.697,0,0.015718,1,0.041257,-0.14344,0.070469,0.15981
16.697,0,0.015718,1,0.041325,-0.14351,0.070466,0.15981
16.697,0,0.015718,1,0.041393,-0.14358,0.070464,0.15981
16.697,0,0.015718,1,0.041461,-0.14365,0.070461,0.15981
16.697,0,0.015718,1,0.041529,-0.14371,0.070459,0.1598
16.697,0,0.015718,1,0.041597,-0.14378,0.070456,0.1598
16.697,0,0.015718,1,0.041665,-0.14385,0.070453,0.1598
16.697,0,0.015718,1,0.041733,-0.14392,0.070451,0.1598
16.697,0,0.015718,1,0.041802,-0.14399,0.070448,0.1598
16.697,0,0.012305,1,0.04187,-0.14405,0.070446,0.1598
16.697,0,0.012305,1,0.041938,-0.14412,0.070443,0.15979
16.697,0,0.012305,1,0.042006,-0.14419,0.070441,0.15979
16.697,0,0.012305,1,0.042074,-0.14426,0.070438,0.15979
16.697,0,0.012305,1,0.042142,-0.14433,0.070436,0.15979
16.697,0,0.012305,1,0.04221,-0.14439,0.070433,0.15979
16.697,0,0.012305,1,0.042278,-0.14446,0.070431,0.15979
16.697,0,0.012305,1,0.042346,-0.14453,0.070428,0.15978
16.697,0,0.012305,1,0.042414,-0.1446,0.070425,0.15978
16.697,0,0.012305,1,0.042482,-0.14467,0.070423,0.15978
16.697,0,0.012305,1,0.04255,-0.14473,0.07042,0.15978
16.697,0,0.012305,1,0.042619,-0.1448,0.070418,0.15978
16.697,0,0.012305,1,0.042687,-0.14487,0.070415,0.15978
16.697,0,0.012305,1,0.042755,-0.14494,0.070413,0.15978
16.697,0,0.012305,1,0.042823,-0.14501,0.07041,0.15977
16.697,0,0.012305,1,0.042891,-0.14507,0.070408,0.15977
16.697,0,0.012305,1,0.042959,-0.14514,0.070405,0.15977
16.697,0,0.012305,1,0.043027,-0.14521,0.070403,0.15977
16.697,0,0.012305,1,0.043095,-0.14528,0.0704,0.15977
16.697,0,0.012305,1,0.043163,-0.14535,0.070398,0.15977
16.697,0,0.012305,1,0.043231,-0.14541,0.070395,0.15976
16.697,0,0.012305,1,0.043299,-0.14548,0.070392,0.15976
16.697,0,0.012305,1,0.043367,-0.14555,0.07039,0.15976
16.697,0,0.012305,1,0.043435,-0.14562,0.070387,0.15976
16.697,0,0.012305,1,0.043504,-0.14569,0.070385,0.15976
16.697,0,0.012305,1,0.043572,-0.14575,0.070382,0.15976
16.697,0,0.012305,1,0.04364,-0.14582,0.07038,0.15975
16.697,0,0.012305,1,0.043708,-0.14589,0.070377,0.15975
16.697,0,0.012305,1,0.043776,-0.14596,0.070375,0.15975
16.697,0,0.0094368,1,0.043844,-0.14603,0.070372,0.15975
16.697,0,0.0094368,1,0.043912,-0.14609,0.07037,0.15975
16.697,0,0.0094368,1,0.04398,-0.14616,0.070367,0.15975
16.697,0,0.0094368,1,0.044048,-0.14623,0.070364,0.15974
16.697,0,0.0094368,1,0.044116,-0.1463,0.070362,0.15974
16.697,0,0.0094368,1,0.044184,-0.14637,0.070359,0.15974
16.697,0,0.0094368,1,0.044252,-0.14643,0.070357,0.15974
16.697,0,0.0094368,1,0.044321,-0.1465,0.070354,0.15974
16.697,0,0.0094368,1,0.044389,-0.14657,0.070352,0.15974
16.697,0,0.0094368,1,0.044457,-0.14664,0.070349,0.15973
16.697,0,0.0094368,1,0.044525,-0.14671,0.070347,0.15973
16.697,0,0.0094368,1,0.044593,-0.14677,0.070344,0.15973
16.697,0,0.0094368,1,0.044661,-0.14684,0.070342,0.15973
16.697,0,0.0094368,1,0.044729,-0.14691,0.070339,0.15973
16.697,0,0.0094368,1,0.044797,-0.14698,0.070337,0.15973
16.697,0,0.0094368,1,0.044865,-0.14705,0.070334,0.15973
16.697,0,0.0094368,1,0.044933,-0.14711,0.070331,0.15972
16.697,0,0.0094368,1,0.045001,-0.14718,0.070329,0.15972
16.697,0,0.0094368,1,0.045069,-0.14725,0.070326,0.15972
16.697,0,0.0094368,1,0.045137,-0.14732,0.070324,0.15972
16.697,0,0.0094368,1,0.045206,-0.14739,0.070321,0.15972
16.697,0,0.0094368,1,0.045274,-0.14745,0.070319,0.15972
16.697,0,0.0094368,1,0.045342,-0.14752,0.070316,0.15971
16.697,0,0.0094368,1,0.04541,-0.14759,0.070314,0.15971
16.697,0,0.0094368,1,0.045478,-0.14766,0.070311,0.15971
16.697,0,0.0094368,1,0.045546,-0.14773,0.070309,0.15971
16.697,0,0.0094368,1,0.045614,-0.14779,0.070306,0.15971
16.697,0,0.0094368,1,0.045682,-0.14786,0.070303,0.15971
16.697,0,0.0094368,1,0.04575,-0.14793,0.070301,0.1597
16.697,0,0.0094368,1,0.045818,-0.148,0.070298,0.1597
16.697,0,0.0070849,1,0.045886,-0.14807,0.070296,0.1597
16.697,0,0.0070849,1,0.045954,-0.14813,0.070293,0.1597
16.697,0,0.0070849,1,0.046023,-0.1482,0.070291,0.1597
16.697,0,0.0070849,1,0.046091,-0.14827,0.070288,0.1597
16.697,0,0.0070849,1,0.046159,-0.14834,0.070286,0.15969
16.697,0,0.0070849,1,0.046227,-0.14841,0.070283,0.15969
16.697,0,0.0070849,1,0.046295,-0.14847,0.070281,0.15969
16.697,0,0.0070849,1,0.046363,-0.14854,0.070278,0.15969
16.697,0,0.0070849,1,0.046431,-0.14861,0.070276,0.15969
16.697,0,0.0070849,1,0.046499,-0.14868,0.070273,0.15969
16.697,0,0.0070849,1,0.046567,-0.14875,0.07027,0.15969
16.697,0,0.0070849,1,0.046635,-0.14881,0.070268,0.15968
16.697,0,0.0070849,1,0.046703,-0.14888,0.070265,0.15968
16.697,0,0.0070849,1,0.046771,-0.14895,0.070263,0.15968
16.697,0,0.0070849,1,0.04684,-0.14902,0.07026,0.15968
16.697,0,0.0070849,1,0.046908,-0.14909,0.070258,0.15968
16.697,0,0.0070849,1,0.046976,-0.14915,0.070255,0.15968
16.697,0,0.0070849,1,0.047044,-0.14922,0.070253,0.15967
16.697,0,0.0070849,1,0.047112,-0.14929,0.07025,0.15967
16.697,0,0.0070849,1,0.04718,-0.14936,0.070248,0.15967
16.697,0,0.0070849,1,0.047248,-0.14943,0.070245,0.15967
16.697,0,0.0070849,1,0.047316,-0.14949,0.070242,0.15967
16.697,0,0.0070849,1,0.047384,-0.14956,0.07024,0.15967
16.697,0,0.0070849,1,0.047452,-0.14963,0.070237,0.15966
16.697,0,0.0070849,1,0.04752,-0.1497,0.070235,0.15966
16.697,0,0.0070849,1,0.047588,-0.14977,0.070232,0.15966
16.697,0,0.0070849,1,0.047656,-0.14983,0.07023,0.15966
16.697,0,0.0070849,1,0.047725,-0.1499,0.070227,0.15966
16.697,0,0.0070849,1,0.047793,-0.14997,0.070225,0.15966
16.697,0,0.0052034,1,0.047861,-0.15004,0.070222,0.15965
16.697,0,0.0052034,1,0.047929,-0.15011,0.07022,0.15965
16.697,0,0.0052034,1,0.047997,-0.15017,0.070217,0.15965
16.697,0,0.0052034,1,0.048065,-0.15024,0.070215,0.15965
16.697,0,0.0052034,1,0.048133,-0.15031,0.070212,0.15965
16.697,0,0.0052034,1,0.048201,-0.15038,0.070209,0.15965
16.697,0,0.0052034,1,0.048269,-0.15045,0.070207,0.15964
16.697,0,0.0052034,1,0.048337,-0.15051,0.070204,0.15964
16.697,0,0.0052034,1,0.048405,-0.15058,0.070202,0.15964
16.697,0,0.0052034,1,0.048473,-0.15065,0.070199,0.15964
16.697,0,0.0052034,1,0.048542,-0.15072,0.070197,0.15964
16.697,0,0.0052034,1,0.04861,-0.15079,0.070194,0.15964
16.697,0,0.0052034,1,0.048678,-0.15085,0.070192,0.15964
16.697,0,0.0052034,1,0.048746,-0.15092,0.070189,0.15963
16.697,0,0.0052034,1,0.048814,-0.15099,0.070187,0.15963
16.697,0,0.0052034,1,0.048882,-0.15106,0.070184,0.15963
16.697,0,0.0052034,1,0.04895,-0.15113,0.070181,0.15963
16.697,0,0.0052034,1,0.049018,-0.15119,0.070179,0.15963
16.697,0,0.0052034,1,0.049086,-0.15126,0.070176,0.15963
16.697,0,0.0052034,1,0.049154,-0.15133,0.070174,0.15962
16.697,0,0.0052034,1,0.049222,-0.1514,0.070171,0.15962
16.697,0,0.0052034,1,0.04929,-0.15147,0.070169,0.15962
16.697,0,0.0052034,1,0.049359,-0.15153,0.070166,0.15962
16.697,0,0.0052034,1,0.049427,-0.1516,0.070164,0.15962
16.697,0,0.0052034,1,0.049495,-0.15167,0.070161,0.15962
16.697,0,0.0052034,1,0.049563,-0.15174,0.070159,0.15961
16.697,0,0.0052034,1,0.049631,-0.15181,0.070156,0.15961
16.697,0,0.0052034,1,0.049699,-0.15187,0.070154,0.15961
16.697,0,0.0052034,1,0.049767,-0.15194,0.070151,0.15961
16.697,0,0.0037347,1,0.049835,-0.15201,0.070148,0.15961
16.697,0,0.0037347,1,0.049903,-0.15208,0.070146,0.15961
16.697,0,0.0037347,1,0.049971,-0.15215,0.070143,0.1596
16.697,0,0.0037347,1,0.050039,-0.15221,0.070141,0.1596
16.697,0,0.0037347,1,0.050107,-0.15228,0.070138,0.1596
16.697,0,0.0037347,1,0.050175,-0.15235,0.070136,0.1596
16.697,0,0.0037347,1,0.050244,-0.15242,0.070133,0.1596
16.697,0,0.0037347,1,0.050312,-0.15249,0.070131,0.1596
16.697,0,0.0037347,1,0.05038,-0.15255,0.070128,0.15959
16.697,0,0.0037347,1,0.050448,-0.15262,0.070126,0.15959
16.697,0,0.0037347,1,0.050516,-0.15269,0.070123,0.15959
16.697,0,0.0037347,1,0.050584,-0.15276,0.07012,0.15959
16.697,0,0.0037347,1,0.050652,-0.15283,0.070118,0.15959
16.697,0,0.0037347,1,0.05072,-0.15289,0.070115,0.15959
16.697,0,0.0037347,1,0.050788,-0.15296,0.070113,0.15959
16.697,0,0.0037347,1,0.050856,-0.15303,0.07011,0.15958
16.697,0,0.0037347,1,0.050924,-0.1531,0.070108,0.15958
16.697,0,0.0037347,1,0.050992,-0.15317,0.070105,0.15958
16.697,0,0.0037347,1,0.051061,-0.15324,0.070103,0.15958
16.697,0,0.0037347,1,0.051129,-0.1533,0.0701,0.15958
16.697,0,0.0037347,1,0.051197,-0.15337,0.070098,0.15958
16.697,0,0.0037347,1,0.051265,-0.15344,0.070095,0.15957
16.697,0,0.0037347,1,0.051333,-0.15351,0.070093,0.15957
16.697,0,0.0037347,1,0.051401,-0.15358,0.07009,0.15957
16.697,0,0.0037347,1,0.051469,-0.15364,0.070087,0.15957
16.697,0,0.0037347,1,0.051537,-0.15371,0.070085,0.15957
16.697,0,0.0037347,1,0.051605,-0.15378,0.070082,0.15957
16.697,0,0.0037347,1,0.051673,-0.15385,0.07008,0.15956
16.697,0,0.0037347,1,0.051741,-0.15392,0.070077,0.15956
16.697,0,0.0037347,1,0.051809,-0.15398,0.070075,0.15956
16.697,0,0.0026165,1,0.051877,-0.15405,0.070072,0.15956
16.697,0,0.0026165,1,0.051946,-0.15412,0.07007,0.15956
16.697,0,0.0026165,1,0.052014,-0.15419,0.070067,0.15956
16.697,0,0.0026165,1,0.052082,-0.15426,0.070065,0.15955
16.697,0,0.0026165,1,0.05215,-0.15432,0.070062,0.15955
16.697,0,0.0026165,1,0.052218,-0.15439,0.070059,0.15955
16.697,0,0.0026165,1,0.052286,-0.15446,0.070057,0.15955
16.697,0,0.0026165,1,0.052354,-0.15453,0.070054,0.15955
16.697,0,0.0026165,1,0.052422,-0.1546,0.070052,0.15955
16.697,0,0.0026165,1,0.05249,-0.15466,0.070049,0.15954
16.697,0,0.0026165,1,0.052558,-0.15473,0.070047,0.15954
16.697,0,0.0026165,1,0.052626,-0.1548,0.070044,0.15954
16.697,0,0.0026165,1,0.052694,-0.15487,0.070042,0.15954
16.697,0,0.0026165,1,0.052763,-0.15494,0.070039,0.15954
16.697,0,0.0026165,1,0.052831,-0.155,0.070037,0.15954
16.697,0,0.0026165,1,0.052899,-0.15507,0.070034,0.15954
16.697,0,0.0026165,1,0.052967,-0.15514,0.070032,0.15953
16.697,0,0.0026165,1,0.053035,-0.15521,0.070029,0.15953
16.697,0,0.0026165,1,0.053103,-0.15528,0.070026,0.15953
16.697,0,0.0026165,1,0.053171,-0.15534,0.070024,0.15953
16.697,0,0.0026165,1,0.053239,-0.15541,0.070021,0.15953
16.697,0,0.0026165,1,0.053307,-0.15548,0.070019,0.15953
16.697,0,0.0026165,1,0.053375,-0.15555,0.070016,0.15952
16.697,0,0.0026165,1,0.053443,-0.15562,0.070014,0.15952
16.697,0,0.0026165,1,0.053511,-0.15568,0.070011,0.15952
16.697,0,0.0026165,1,0.05358,-0.15575,0.070009,0.15952
16.697,0,0.0026165,1,0.053648,-0.15582,0.070006,0.15952
16.697,0,0.0026165,1,0.053716,-0.15589,0.070004,0.15952
16.697,0,0.0026165,1,0.053784,-0.15596,0.070001,0.15951
16.697,0,0.0017719,1,0.053852,-0.15602,0.069998,0.15951
16.697,0,0.0017719,1,0.05392,-0.15609,0.069996,0.15951
16.697,0,0.0017719,1,0.053988,-0.15616,0.069993,0.15951
16.697,0,0.0017719,1,0.054056,-0.15623,0.069991,0.15951
16.697,0,0.0017719,1,0.054124,-0.1563,0.069988,0.15951
16.697,0,0.0017719,1,0.054192,-0.15636,0.069986,0.1595
16.697,0,0.0017719,1,0.05426,-0.15643,0.069983,0.1595
16.697,0,0.0017719,1,0.054328,-0.1565,0.069981,0.1595
16.697,0,0.0017719,1,0.054396,-0.15657,0.069978,0.1595
16.697,0,0.0017719,1,0.054465,-0.15664,0.069976,0.1595
16.697,0,0.0017719,1,0.054533,-0.1567,0.069973,0.1595
16.697,0,0.0017719,1,0.054601,-0.15677,0.069971,0.15949
16.697,0,0.0017719,1,0.054669,-0.15684,0.069968,0.15949
16.697,0,0.0017719,1,0.054737,-0.15691,0.069965,0.15949
16.697,0,0.0017719,1,0.054805,-0.15698,0.069963,0.15949
16.697,0,0.0017719,1,0.054873,-0.15704,0.06996,0.15949
