

0.00 , 5874412060.301507

0.05 , 5874412060.301507

0.10 , 5874412060.301507

0.15 , 5874412060.301507

0.20 , 5914592964.8241205

0.25 , 5914592964.8241205

0.30 , 5914592964.8241205

0.35 , 88361809.04522613

0.40 , 5914592964.8241205

0.45 , 5954773869.346733

0.50 , 5954773869.346733

0.55 , 5994954773.869347

0.60 , 5994954773.869347

0.65 , 6035135678.391959

0.70 , 6035135678.391959

0.75 , 6075316582.914573

0.80 , 6075316582.914573

0.85 , 6075316582.914573

0.90 , 6115497487.437185

0.95 , 6155678391.959799

1.00 , 6195859296.482411

1.05 , 6195859296.482411

1.10 , 6195859296.482411

1.15 , 6236040201.005025

1.20 , 6236040201.005025

1.25 , 6276221105.5276375

1.30 , 6276221105.5276375

1.35 , 6316402010.050251

1.40 , 6356582914.572864

1.45 , 6356582914.572864

1.50 , 6396763819.095477

1.55 , 6396763819.095477

1.60 , 6436944723.61809

1.65 , 6477125628.140703

1.70 , 6517306532.663317

1.75 , 6517306532.663317

1.80 , 6557487437.185929

1.85 , 6557487437.185929

1.90 , 6597668341.708543

1.95 , 6637849246.231155

2.00 , 6678030150.753769

2.05 , 6678030150.753769

2.10 , 6678030150.753769

2.15 , 6718211055.2763815

2.20 , 6798572864.321608

2.25 , 6798572864.321608

2.30 , 6798572864.321608

2.35 , 6838753768.844221

2.40 , 6838753768.844221

2.45 , 6878934673.366834

2.50 , 6959296482.41206

2.55 , 6959296482.41206

2.60 , 6959296482.41206

2.65 , 6999477386.934673

2.70 , 6999477386.934673

2.75 , 7039658291.457286

2.80 , 7120020100.502512

2.85 , 7079839195.979899

2.90 , 7120020100.502512

2.95 , 7160201005.0251255

3.00 , 7200381909.547738

3.05 , 7200381909.547738

3.10 , 7240562814.070352

3.15 , 7280743718.592964

3.20 , 7280743718.592964

3.25 , 7320924623.115578

3.30 , 7361105527.63819

3.35 , 7361105527.63819

3.40 , 7401286432.160804

3.45 , 7401286432.160804

3.50 , 7441467336.683416

3.55 , 7481648241.20603

3.60 , 7521829145.728642

3.65 , 7521829145.728642

3.70 , 7562010050.251256

3.75 , 7602190954.773869

3.80 , 7642371859.296482

3.85 , 7642371859.296482

3.90 , 7682552763.819095

3.95 , 7682552763.819095

4.00 , 7722733668.341708

4.05 , 7762914572.864322

4.10 , 7803095477.386934

4.15 , 7803095477.386934

4.20 , 7843276381.909548

4.25 , 7843276381.909548

4.30 , 7883457286.43216

4.35 , 7923638190.954774

4.40 , 7963819095.477386

4.45 , 7963819095.477386

4.50 , 8004000000.0

4.55 , 8004000000.0

4.60 , 8044180904.522613

4.65 , 8044180904.522613

4.70 , 128542713.56783919

4.75 , 8004000000.0

4.80 , 208904522.6130653

4.85 , 8245085427.135678

4.90 , 8204904522.613065

4.95 , 8204904522.613065

5.00 , 8285266331.658291

5.05 , 8285266331.658291

5.10 , 8325447236.180904

5.15 , 8325447236.180904

5.20 , 8365628140.703517

5.25 , 8405809045.2261305

5.30 , 8445989949.748743

5.35 , 8445989949.748743

5.40 , 8486170854.271357

5.45 , 8486170854.271357

5.50 , 8526351758.793969

5.55 , 8566532663.316583

5.60 , 8526351758.793969

5.65 , 8606713567.839195

5.70 , 8646894472.361809

5.75 , 8646894472.361809

5.80 , 8687075376.884422

5.85 , 8727256281.407034

5.90 , 8687075376.884422

5.95 , 8767437185.929647

6.00 , 8767437185.929647

6.05 , 8807618090.452261

6.10 , 8807618090.452261

6.15 , 8847798994.974874

6.20 , 8887979899.497486

6.25 , 8928160804.0201

6.30 , 8928160804.0201

6.35 , 8968341708.542713

6.40 , 8968341708.542713

6.45 , 9008522613.065327

6.50 , 9048703517.58794

6.55 , 9088884422.110552

6.60 , 9088884422.110552

6.65 , 9129065326.633165

6.70 , 9129065326.633165

6.75 , 9169246231.155779

6.80 , 9169246231.155779

6.85 , 9249608040.201004

6.90 , 9249608040.201004

