
0.00,0.6053751,0.0637500
0.01,0.6270000,0.0632500
0.02,0.6255000,0.0628750
0.03,0.6245000,0.0626250
0.04,0.6235000,0.0622500
0.05,0.6228750,0.0620000
0.06,0.6218750,0.0616250
0.07,0.6210001,0.0613750
0.08,0.6197500,0.0608750
0.09,0.6190000,0.0606250
0.10,0.6185001,0.0605000
0.11,0.6175000,0.0601250
0.12,0.6167500,0.0600000
0.13,0.6161250,0.0598750
0.14,0.6153750,0.0597500
0.15,0.6146250,0.0596250
0.16,0.6133750,0.0593750
0.17,0.6125000,0.0592500
0.18,0.6117500,0.0591250
0.19,0.6110000,0.0588750
0.20,0.6102501,0.0588750
0.21,0.6096250,0.0587500
0.22,0.6088750,0.0586250
0.23,0.6081250,0.0585000
0.24,0.6067500,0.0585000
0.25,0.6058750,0.0583750
0.26,0.6053751,0.0583750
0.27,0.6043750,0.0583750
0.28,0.6037501,0.0583750
0.29,0.6030000,0.0585000
0.30,0.6023750,0.0585000
0.31,0.6015000,0.0586250
0.32,0.6001250,0.0587500
0.33,0.5991250,0.0588750
0.34,0.5982500,0.0590000
0.35,0.5973750,0.0591250
0.36,0.5963750,0.0592500
0.37,0.5956250,0.0592500
0.38,0.5948750,0.0595000
0.39,0.5937500,0.0596250
0.40,0.5922500,0.0598750
0.41,0.5911250,0.0601250
0.42,0.5902500,0.0602500
0.43,0.5893750,0.0605000
0.44,0.5883750,0.0607500
0.45,0.5875000,0.0610000
0.46,0.5866250,0.0612500
0.47,0.5848750,0.0618750
0.48,0.5836250,0.0622500
0.49,0.5828750,0.0626250
0.50,0.5816250,0.0630000
0.51,0.5808750,0.0633750
0.52,0.5796250,0.0637500
0.53,0.5787500,0.0641250
0.54,0.5778750,0.0645000
0.55,0.5761250,0.0655000
0.56,0.5750000,0.0660000
0.57,0.5737500,0.0666250
0.58,0.5728750,0.0670000
0.59,0.5717500,0.0676250
0.60,0.5707500,0.0680000
0.61,0.5698750,0.0686250
0.62,0.5686250,0.0692500
0.63,0.5667500,0.0705000
0.64,0.5657500,0.0710000
0.65,0.5647500,0.0717500
0.66,0.5637500,0.0723750
0.67,0.5626251,0.0730000
0.68,0.5616250,0.0737500
0.69,0.5606250,0.0746250
0.70,0.5596250,0.0753750
0.71,0.5576251,0.0768750
0.72,0.5566250,0.0777500
0.73,0.5557500,0.0785000
0.74,0.5543751,0.0793750
0.75,0.5535000,0.0802500
0.76,0.5526250,0.0811250
0.77,0.5517500,0.0821250
0.78,0.5506250,0.0830000
0.79,0.5490000,0.0848750
0.80,0.5477501,0.0860000
0.81,0.5468750,0.0870000
0.82,0.5460000,0.0880000
0.83,0.5451250,0.0890000
0.84,0.5441250,0.0901250
0.85,0.5431250,0.0912500
0.86,0.5413750,0.0933750
0.87,0.5401250,0.0945000
0.88,0.5392500,0.0956250
0.89,0.5382500,0.0968750
0.90,0.5372500,0.0981250
0.91,0.5363750,0.0991250
0.92,0.5353750,0.1003750
0.93,0.5345000,0.1015000
0.94,0.5327500,0.1040000
0.95,0.5317500,0.1053750
0.96,0.5308750,0.1066250
0.97,0.5300000,0.1078750
0.98,0.5291250,0.1091250
0.99,0.5280000,0.1102500
1.00,0.5271250,0.1115000
1.01,0.5262500,0.1128750
1.02,0.5243750,0.1153750
1.03,0.5232500,0.1166250
1.04,0.5222500,0.1178750
1.05,0.5213750,0.1191250
1.06,0.5203750,0.1203750
1.07,0.5192500,0.1216250
1.08,0.5182500,0.1228750
1.09,0.5175000,0.1242500
1.10,0.5155000,0.1265000
1.11,0.5145000,0.1278750
1.12,0.5135000,0.1288750
1.13,0.5125000,0.1300000
1.14,0.5113750,0.1312500
1.15,0.5103750,0.1323750
1.16,0.5093750,0.1335000
1.17,0.5082500,0.1346250
1.18,0.5063750,0.1368750
1.19,0.5051250,0.1380000
1.20,0.5041250,0.1391250
1.21,0.5031250,0.1402500
1.22,0.5021250,0.1412500
1.23,0.5012500,0.1422500
1.24,0.5001251,0.1432500
1.25,0.4983750,0.1451250
1.26,0.4973750,0.1460000
