0,6339,91,79,24845
0,6699,131,123,24944
0,6759,192,150,25183
1,7236,966,637,24420
1,6854,1048,729,24067
1,7415,1118,724,24720
2,8111,826,568,24739
2,7862,887,597,24879
2,7490,962,669,24563
3,8261,1100,810,25247
3,8061,1247,819,25180
3,8272,35,13,25119
4,7094,681,496,24044
4,7189,819,515,24021
4,7690,839,577,24371
5,7174,1082,792,23245
5,6984,1085,783,23411
5,6956,1248,867,23446
6,6890,256,177,23179
6,7026,345,243,23247
6,6909,333,289,23503
7,6872,1186,824,24124
7,6799,23,24,23916
7,6503,74,53,23649
