0,10039,1175,49696,44922,10107.5291738
0,10268,1384,49684,44924,10360.8532467
0,10181,1039,50020,45111,10233.8791277
0,10154,1094,50040,45206,10212.7641704
0,10451,577,50510,45235,10466.9159737
1,10869,948,50896,45586,10910.264204
1,11482,1324,51607,46199,11558.0837512
1,10605,1325,51152,46169,10687.4529239
1,11213,1083,51572,46169,11265.1790043
1,11594,571,52082,46240,11608.0522483
2,14025,1497,54433,47834,14104.6670999
2,14066,1540,54739,48143,14150.0514487
2,14171,1015,54842,47933,14207.3032628
2,14387,1120,54769,47794,14430.5290617
2,14527,1350,54952,48041,14589.5931746
3,11092,1099,50932,45614,11146.3117218
3,10138,1310,50430,45696,10222.2866326
3,10932,773,50804,45379,10959.2952784
3,11239,1608,51287,46114,11353.4481546
3,10510,1110,50972,45918,10568.4530561
4,10367,1504,50978,46214,10475.5288649
4,10595,1483,51027,46157,10698.2855636
4,10578,801,50962,45738,10608.2837915
4,9730,1072,50569,45898,9788.87552276
4,10358,1012,51075,46077,10407.319924
5,13383,996,53493,46986,13420.0113636
5,14020,1011,53996,47182,14056.4049814
5,13666,1913,54241,48028,13799.2436387
5,13766,1523,54094,47623,13849.9922383
5,14028,1468,54560,47961,14104.6023694
6,10543,754,50344,45095,10569.9273886
6,10366,1297,50621,45746,10446.8255944
6,10090,1038,50758,45890,10143.2511553
6,9641,898,50539,45821,9682.7312779
6,10920,618,51195,45720,10937.4733828
7,9975,1715,50486,46011,10121.3561344
7,9715,698,50388,45564,9740.04255638
7,9565,1223,50396,45878,9642.87063068
7,9757,1950,50933,46693,9949.95221094
7,9512,1137,50574,46054,9579.71361785
